vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_location_id,dropoff_location_id,fare_amount
2,2019-02-04 13:54:47,2019-02-04 14:20:49,1,263,186,17.5
2,2019-02-19 11:36:38,2019-02-19 12:22:51,1,138,231,39.0
2,2019-02-22 00:12:47,2019-02-22 00:23:41,1,161,137,9.5
1,2019-02-07 12:46:08,2019-02-07 12:53:38,1,142,230,6.5
1,2019-02-21 10:23:51,2019-02-21 10:51:40,1,237,186,17.0
1,2019-02-22 18:50:19,2019-02-22 19:03:35,1,48,237,10.5
1,2019-02-28 11:17:04,2019-02-28 12:04:24,1,42,161,30.0
2,2019-02-13 22:59:19,2019-02-13 23:02:29,1,48,48,4.0
2,2019-02-10 06:36:41,2019-02-10 06:56:07,1,186,138,28.0
2,2019-02-10 01:20:20,2019-02-10 01:32:44,3,158,249,9.0
2,2019-02-07 11:56:47,2019-02-07 12:11:42,1,107,233,10.0
1,2019-02-14 15:15:22,2019-02-14 15:28:19,2,142,236,10.5
2,2019-02-07 00:43:22,2019-02-07 00:46:41,1,255,255,4.5
2,2019-02-06 14:39:10,2019-02-06 15:27:22,1,164,1,65.5
2,2019-02-05 08:36:05,2019-02-05 08:47:14,1,229,162,8.0
1,2019-02-20 16:57:22,2019-02-20 17:10:51,1,237,239,11.0
1,2019-02-09 09:03:37,2019-02-09 09:37:05,2,98,234,40.5
2,2019-02-10 12:50:39,2019-02-10 13:02:37,6,151,263,10.5
2,2019-02-04 07:20:29,2019-02-04 07:28:05,1,262,162,8.0
1,2019-02-11 15:57:06,2019-02-11 16:26:21,1,163,79,21.5
2,2019-02-01 17:53:25,2019-02-01 18:37:38,1,138,181,37.5
2,2019-02-06 13:38:44,2019-02-07 13:31:26,1,234,136,44.0
1,2019-02-03 01:23:33,2019-02-03 01:50:08,1,144,137,17.0
1,2019-02-10 20:05:41,2019-02-10 20:10:14,1,232,80,9.0
1,2019-02-04 14:19:49,2019-02-04 14:43:52,1,237,186,15.5
2,2019-02-16 17:18:18,2019-02-16 18:08:31,1,113,132,52.0
1,2019-02-18 12:38:33,2019-02-18 12:47:45,1,142,239,8.0
2,2019-02-19 23:24:38,2019-02-19 23:35:19,2,170,148,10.5
1,2019-02-21 14:36:42,2019-02-21 14:55:47,1,161,262,14.0
2,2019-02-11 12:58:44,2019-02-11 13:18:40,6,230,166,16.0
2,2019-02-24 13:25:25,2019-02-24 13:37:28,1,143,236,10.5
2,2019-02-14 15:44:43,2019-02-14 16:13:07,1,237,68,18.5
1,2019-02-27 14:06:21,2019-02-27 14:23:35,1,141,112,16.0
1,2019-02-14 10:18:37,2019-02-14 10:37:12,1,162,45,19.0
2,2019-02-09 18:46:40,2019-02-09 19:16:19,2,162,114,18.0
2,2019-02-05 11:00:37,2019-02-05 11:12:18,2,162,234,9.0
1,2019-02-09 10:56:18,2019-02-09 11:08:27,1,164,144,9.5
1,2019-02-28 17:22:04,2019-02-28 17:24:13,1,100,186,3.5
2,2019-02-09 09:59:37,2019-02-09 10:17:49,1,100,238,17.5
2,2019-02-13 00:04:53,2019-02-13 00:09:10,4,65,97,6.0
2,2019-02-22 13:52:44,2019-02-22 14:08:37,1,170,100,10.5
2,2019-02-22 21:00:47,2019-02-22 21:04:03,1,236,237,5.0
2,2019-02-02 13:29:40,2019-02-02 13:33:50,1,141,141,4.5
1,2019-02-02 09:22:48,2019-02-02 09:26:23,1,48,50,4.5
2,2019-02-03 22:55:59,2019-02-03 23:08:34,2,137,249,10.0
2,2019-02-28 00:42:15,2019-02-28 00:49:59,1,48,246,7.5
2,2019-02-01 06:48:16,2019-02-01 06:53:40,1,186,246,5.5
1,2019-02-25 19:57:06,2019-02-25 20:05:17,2,113,158,7.0
1,2019-02-18 05:20:47,2019-02-18 05:54:32,1,132,151,52.0
2,2019-02-05 11:12:43,2019-02-05 11:36:06,1,129,161,20.5
1,2019-02-27 14:27:42,2019-02-27 14:49:30,1,13,164,21.5
2,2019-02-11 20:06:54,2019-02-11 20:15:08,1,231,209,7.0
2,2019-02-13 19:06:51,2019-02-13 19:09:17,2,125,249,4.0
2,2019-02-01 02:36:48,2019-02-01 02:48:33,2,74,161,13.5
2,2019-02-15 19:54:18,2019-02-15 20:03:03,5,79,232,7.0
2,2019-02-26 10:06:56,2019-02-26 10:27:24,1,233,148,17.5
2,2019-02-18 18:16:01,2019-02-18 18:53:12,1,132,208,46.5
1,2019-02-04 20:51:24,2019-02-04 20:58:29,1,144,231,6.5
1,2019-02-16 22:23:43,2019-02-16 22:39:11,3,246,261,15.0
2,2019-02-21 14:31:32,2019-02-21 14:48:49,1,161,164,11.5
2,2019-02-18 10:46:23,2019-02-18 12:12:04,1,138,33,25.0
2,2019-02-13 18:23:40,2019-02-13 18:27:02,1,142,142,4.0
1,2019-02-09 15:43:52,2019-02-09 15:56:37,1,256,148,10.0
2,2019-02-19 08:21:58,2019-02-19 08:31:25,1,144,114,8.0
1,2019-02-13 15:10:18,2019-02-13 15:43:21,1,33,263,28.5
1,2019-02-15 16:55:31,2019-02-15 16:58:06,1,141,263,4.5
2,2019-02-05 10:22:46,2019-02-05 10:28:30,1,107,107,5.5
2,2019-02-16 11:17:34,2019-02-16 11:26:29,1,230,236,9.0
2,2019-02-22 17:49:13,2019-02-22 18:00:40,2,234,170,8.5
2,2019-02-19 08:16:28,2019-02-19 08:21:01,1,141,237,4.5
2,2019-02-17 07:50:21,2019-02-17 07:56:25,1,141,75,7.5
1,2019-02-09 16:29:23,2019-02-09 16:41:58,1,263,238,10.0
1,2019-02-17 19:57:46,2019-02-17 20:10:36,2,142,48,9.5
1,2019-02-25 15:11:11,2019-02-25 15:45:22,1,151,232,28.0
2,2019-02-07 03:28:43,2019-02-07 03:34:31,1,170,48,6.5
2,2019-02-03 10:23:15,2019-02-03 10:26:01,1,50,48,4.5
2,2019-02-11 16:52:18,2019-02-11 17:25:13,3,138,161,30.5
1,2019-02-07 15:34:01,2019-02-07 15:38:52,1,140,170,7.0
2,2019-02-13 23:35:48,2019-02-13 23:39:50,1,161,164,5.0
2,2019-02-10 16:08:25,2019-02-10 16:18:20,1,113,4,8.0
2,2019-02-05 21:52:59,2019-02-05 22:01:53,2,186,79,8.5
2,2019-02-20 18:42:25,2019-02-20 19:09:21,1,237,79,18.0
2,2019-02-12 15:14:07,2019-02-12 15:41:01,2,132,92,30.5
2,2019-02-27 10:49:26,2019-02-27 11:08:33,2,161,234,13.0
2,2019-02-12 07:55:13,2019-02-12 08:15:42,1,262,170,16.0
1,2019-02-23 17:26:46,2019-02-23 17:41:57,1,249,230,11.5
1,2019-02-16 18:44:55,2019-02-16 18:55:04,1,233,164,8.0
2,2019-02-02 21:32:53,2019-02-02 21:44:54,4,249,79,8.5
2,2019-02-07 11:06:41,2019-02-07 11:16:01,5,234,164,7.0
2,2019-02-15 18:23:18,2019-02-15 18:28:07,2,237,236,6.0
2,2019-02-01 23:36:24,2019-02-01 23:41:04,3,90,137,5.5
2,2019-02-20 20:53:34,2019-02-20 21:04:46,2,237,164,9.0
2,2019-02-24 21:58:03,2019-02-24 22:05:29,2,90,79,7.0
1,2019-02-06 08:32:30,2019-02-06 08:37:35,3,249,249,5.0
1,2019-02-02 16:54:27,2019-02-02 16:56:07,2,132,132,52.0
2,2019-02-22 19:20:57,2019-02-22 19:26:22,2,143,142,5.0
2,2019-02-19 18:58:44,2019-02-19 19:21:38,3,138,161,26.0
1,2019-02-16 00:35:20,2019-02-16 00:49:09,1,164,74,14.5
2,2019-02-04 18:46:19,2019-02-04 19:02:13,1,100,163,10.5
1,2019-02-21 22:15:02,2019-02-21 22:23:46,2,186,234,7.0
1,2019-02-26 18:51:37,2019-02-26 18:55:47,1,239,151,5.5
2,2019-02-02 02:16:49,2019-02-02 02:24:50,1,229,7,10.5
1,2019-02-09 19:25:16,2019-02-09 19:50:26,2,113,263,18.5
1,2019-02-17 22:07:48,2019-02-17 22:10:32,2,158,249,4.0
2,2019-02-14 14:16:40,2019-02-14 14:18:36,1,48,48,3.5
2,2019-02-13 07:11:23,2019-02-13 07:23:44,1,239,244,17.0
1,2019-02-18 12:40:05,2019-02-18 13:04:46,1,186,7,20.0
2,2019-02-09 00:47:38,2019-02-09 01:06:05,2,249,239,15.5
2,2019-02-01 01:14:22,2019-02-01 01:33:08,4,162,166,18.0
1,2019-02-14 15:25:24,2019-02-14 15:48:43,3,143,263,16.0
1,2019-02-19 18:37:50,2019-02-19 18:48:53,1,234,249,8.0
2,2019-02-23 01:01:55,2019-02-23 01:28:27,5,87,37,22.0
2,2019-02-05 14:29:46,2019-02-05 14:54:24,1,236,229,15.0
2,2019-02-27 14:12:20,2019-02-27 14:19:57,1,163,161,6.5
2,2019-02-07 08:04:50,2019-02-07 08:20:17,1,186,161,10.5
2,2019-02-19 07:54:42,2019-02-19 08:10:51,1,230,164,11.0
2,2019-02-13 13:43:12,2019-02-13 13:54:13,1,237,237,8.0
2,2019-02-16 15:49:16,2019-02-16 15:59:49,1,246,230,8.5
1,2019-02-22 19:16:05,2019-02-22 19:21:21,1,41,166,5.5
2,2019-02-06 08:59:29,2019-02-06 09:09:19,2,236,263,7.5
2,2019-02-26 16:00:56,2019-02-26 16:02:16,1,48,143,3.5
1,2019-02-11 16:56:07,2019-02-11 16:59:06,1,239,239,4.0
1,2019-02-06 19:50:09,2019-02-06 20:01:41,1,90,170,9.0
2,2019-02-11 19:56:57,2019-02-11 20:13:34,2,229,113,13.5
2,2019-02-03 11:20:33,2019-02-03 11:33:10,1,142,68,11.0
1,2019-02-13 20:29:19,2019-02-13 20:41:26,1,246,231,11.5
2,2019-02-08 07:10:14,2019-02-08 07:24:12,5,162,186,10.0
2,2019-02-10 21:44:45,2019-02-10 21:59:39,1,158,107,10.5
1,2019-02-03 16:42:26,2019-02-03 16:51:12,1,162,263,8.0
2,2019-02-13 12:59:14,2019-02-13 13:10:08,1,163,161,8.0
2,2019-02-03 15:42:35,2019-02-03 15:52:16,1,186,142,9.0
2,2019-02-10 13:18:10,2019-02-10 13:22:51,1,143,239,5.5
1,2019-02-16 13:13:40,2019-02-16 13:28:59,1,238,163,12.5
2,2019-02-22 15:48:42,2019-02-22 15:57:23,1,90,107,7.0
1,2019-02-22 11:36:58,2019-02-22 11:49:01,1,229,164,9.0
2,2019-02-20 18:59:26,2019-02-20 19:27:04,6,140,186,17.5
2,2019-02-11 07:55:59,2019-02-11 08:02:39,6,100,162,6.5
1,2019-02-03 00:55:40,2019-02-03 01:05:08,1,142,116,15.0
2,2019-02-25 19:55:04,2019-02-25 20:10:14,1,162,246,11.5
2,2019-02-22 14:43:07,2019-02-22 14:48:56,1,230,161,5.5
2,2019-02-11 18:32:04,2019-02-11 18:47:08,1,236,143,12.0
1,2019-02-11 20:11:27,2019-02-11 20:29:16,1,164,236,14.0
1,2019-02-21 18:26:40,2019-02-21 18:55:25,1,140,48,18.5
1,2019-02-12 19:46:07,2019-02-12 19:48:11,1,229,141,4.0
1,2019-02-15 19:43:27,2019-02-15 19:48:16,2,161,170,5.0
2,2019-02-14 13:56:29,2019-02-14 14:21:15,6,170,33,22.0
2,2019-02-04 16:24:46,2019-02-04 17:04:33,1,163,209,27.5
2,2019-02-09 15:44:28,2019-02-09 16:05:51,1,116,142,20.0
2,2019-02-22 22:53:55,2019-02-22 23:05:57,1,79,144,10.0
2,2019-02-28 21:50:51,2019-02-28 22:08:34,2,234,48,13.5
1,2019-02-07 10:47:32,2019-02-07 11:01:51,1,234,161,10.0
2,2019-02-09 10:36:30,2019-02-09 10:46:15,1,142,236,9.0
2,2019-02-20 08:47:50,2019-02-20 08:50:02,1,263,263,4.0
1,2019-02-15 16:21:11,2019-02-15 16:25:41,1,262,262,5.0
2,2019-02-01 11:45:37,2019-02-01 12:06:24,2,186,79,13.0
2,2019-02-08 07:42:31,2019-02-08 07:47:01,1,237,236,5.0
1,2019-02-28 08:28:13,2019-02-28 08:37:36,1,236,141,7.5
2,2019-02-20 23:15:01,2019-02-20 23:20:31,1,142,163,5.5
2,2019-02-10 12:27:47,2019-02-10 12:48:06,1,79,236,18.0
1,2019-02-20 14:53:25,2019-02-20 15:13:15,1,162,90,13.5
2,2019-02-26 11:24:35,2019-02-26 11:39:24,1,163,186,10.5
1,2019-02-01 19:34:19,2019-02-01 20:06:35,2,132,137,52.0
1,2019-02-28 11:57:34,2019-02-28 12:16:15,4,233,231,22.0
2,2019-02-26 15:49:59,2019-02-26 16:24:03,1,237,249,26.0
1,2019-02-07 23:54:02,2019-02-07 23:59:42,1,230,68,5.5
2,2019-02-05 13:54:32,2019-02-05 14:05:36,1,239,236,9.5
2,2019-02-16 09:54:08,2019-02-16 10:02:15,1,142,239,8.0
1,2019-02-18 22:15:11,2019-02-18 22:17:24,1,238,238,3.5
1,2019-02-26 13:18:05,2019-02-26 13:31:51,1,132,19,26.5
2,2019-02-01 17:11:51,2019-02-01 17:15:58,2,236,236,5.5
2,2019-02-13 13:09:13,2019-02-13 13:14:23,3,142,143,5.0
2,2019-02-26 10:40:17,2019-02-26 10:59:44,1,186,161,12.5
2,2019-02-24 18:30:08,2019-02-24 18:35:30,2,237,229,5.5
2,2019-02-16 20:13:21,2019-02-16 20:25:05,1,230,263,10.5
2,2019-02-17 15:48:40,2019-02-17 16:03:22,2,142,141,11.0
2,2019-02-27 11:56:09,2019-02-27 12:23:30,1,142,229,16.5
1,2019-02-20 23:35:53,2019-02-20 23:39:50,1,249,113,4.5
2,2019-02-01 07:14:57,2019-02-01 07:21:25,1,142,161,7.0
2,2019-02-20 04:58:13,2019-02-20 05:32:44,5,211,132,52.0
1,2019-02-28 12:32:40,2019-02-28 13:13:01,1,141,181,35.5
2,2019-02-12 08:37:02,2019-02-12 08:48:03,1,170,113,9.0
2,2019-02-02 11:51:19,2019-02-02 11:58:06,1,13,88,6.5
2,2019-02-10 11:15:17,2019-02-10 11:55:21,1,132,143,52.0
2,2019-02-22 18:46:57,2019-02-22 18:59:24,1,138,138,9.0
2,2019-02-04 22:32:56,2019-02-04 22:47:23,3,48,243,22.5
2,2019-02-06 12:13:58,2019-02-06 12:17:07,1,234,113,4.5
2,2019-02-07 09:59:23,2019-02-07 10:29:07,1,246,244,22.29
2,2019-02-04 13:48:32,2019-02-04 13:55:25,1,141,236,6.0
2,2019-02-09 20:45:00,2019-02-09 20:49:14,1,230,142,5.0
1,2019-02-02 13:07:01,2019-02-02 13:13:02,1,48,48,5.5
2,2019-02-12 08:01:48,2019-02-12 08:07:22,4,158,68,5.5
1,2019-02-27 17:14:58,2019-02-27 17:27:58,1,170,68,9.5
1,2019-02-07 17:39:08,2019-02-07 17:45:40,1,151,239,6.5
1,2019-02-11 20:22:51,2019-02-11 20:30:25,2,161,100,6.5
2,2019-02-02 17:11:08,2019-02-02 17:23:01,1,238,236,9.5
1,2019-02-19 19:42:40,2019-02-19 19:57:25,1,237,202,13.5
1,2019-02-06 13:58:52,2019-02-06 14:04:14,2,262,236,5.5
1,2019-02-08 22:10:46,2019-02-08 22:24:38,2,163,239,11.0
2,2019-02-23 23:16:26,2019-02-23 23:22:09,2,162,230,5.5
2,2019-02-24 01:27:09,2019-02-24 01:39:43,1,79,137,8.0
2,2019-02-19 16:16:15,2019-02-19 16:38:29,1,141,229,14.0
2,2019-02-24 07:51:14,2019-02-24 08:18:43,1,132,140,52.0
2,2019-02-11 11:33:15,2019-02-11 11:37:02,1,151,238,4.5
2,2019-02-20 14:21:22,2019-02-20 14:46:03,1,162,88,22.0
2,2019-02-15 10:06:50,2019-02-15 10:16:37,1,209,65,9.5
1,2019-02-11 11:38:08,2019-02-11 11:42:45,1,163,142,5.0
4,2019-02-03 23:36:28,2019-02-03 23:42:10,1,163,50,5.5
2,2019-02-08 08:23:16,2019-02-08 08:33:29,1,48,100,8.0
1,2019-02-05 07:07:35,2019-02-05 07:17:18,1,65,148,10.5
2,2019-02-28 16:17:41,2019-02-28 16:29:30,1,237,234,10.0
1,2019-02-25 12:02:05,2019-02-25 12:08:21,1,161,137,6.0
2,2019-02-12 16:52:29,2019-02-12 16:55:50,2,263,75,5.0
1,2019-02-11 08:55:17,2019-02-11 09:39:47,2,132,98,34.5
1,2019-02-18 10:05:03,2019-02-18 10:22:21,3,186,163,12.0
1,2019-02-24 15:12:01,2019-02-24 15:28:18,1,143,90,14.0
2,2019-02-01 00:12:32,2019-02-01 00:21:52,1,161,90,8.5
2,2019-02-12 14:41:02,2019-02-12 14:51:15,2,234,161,8.0
2,2019-02-01 21:41:29,2019-02-01 21:41:41,1,113,113,2.5
1,2019-02-16 20:11:39,2019-02-16 20:21:49,1,137,148,10.5
2,2019-02-07 10:14:37,2019-02-07 10:33:49,2,163,43,12.5
1,2019-02-20 19:15:38,2019-02-20 19:23:18,1,163,143,6.5
2,2019-02-14 08:26:55,2019-02-14 08:35:17,1,140,140,7.0
2,2019-02-16 13:54:22,2019-02-16 14:13:53,1,249,142,14.5
2,2019-02-02 21:06:48,2019-02-02 21:18:47,1,79,114,8.5
2,2019-02-03 22:27:37,2019-02-03 22:39:11,1,162,68,10.0
1,2019-02-17 20:14:31,2019-02-17 20:22:29,2,186,113,7.0
1,2019-02-21 11:37:04,2019-02-21 12:05:26,3,132,35,32.5
2,2019-02-15 11:06:49,2019-02-15 11:19:26,1,45,113,9.0
1,2019-02-11 13:12:51,2019-02-11 13:16:11,1,107,234,4.5
2,2019-02-03 18:01:04,2019-02-03 18:08:38,1,249,90,7.0
2,2019-02-18 04:24:15,2019-02-18 04:40:45,1,148,48,16.5
1,2019-02-26 11:45:21,2019-02-26 11:51:50,1,100,68,6.0
2,2019-02-03 03:28:18,2019-02-03 03:33:29,1,68,249,6.0
2,2019-02-04 15:48:02,2019-02-04 16:22:14,1,132,79,52.0
1,2019-02-21 17:07:53,2019-02-21 17:11:48,1,107,79,5.0
1,2019-02-17 17:36:24,2019-02-17 17:57:40,4,231,230,15.0
2,2019-02-17 13:23:34,2019-02-17 13:27:57,2,24,151,5.5
2,2019-02-16 17:22:57,2019-02-16 17:36:15,3,141,186,10.5
2,2019-02-17 13:13:25,2019-02-17 13:20:02,2,262,162,8.5
2,2019-02-17 00:00:05,2019-02-17 00:35:44,1,132,166,52.0
2,2019-02-14 05:44:46,2019-02-14 05:47:30,1,263,141,4.0
2,2019-02-21 20:44:41,2019-02-21 21:11:10,5,48,7,19.5
2,2019-02-14 20:59:16,2019-02-14 21:26:22,4,138,43,32.0
2,2019-02-01 10:09:10,2019-02-01 10:35:34,1,161,234,16.5
1,2019-02-16 17:20:36,2019-02-16 17:37:07,2,161,246,11.5
1,2019-02-05 23:41:19,2019-02-06 00:06:51,1,132,62,34.5
2,2019-02-12 21:38:06,2019-02-12 21:47:31,1,162,262,9.5
1,2019-02-14 12:49:23,2019-02-14 13:05:23,1,261,186,13.0
2,2019-02-13 23:27:21,2019-02-13 23:32:07,1,246,50,6.0
1,2019-02-15 14:16:12,2019-02-15 14:26:00,1,158,68,9.0
2,2019-02-14 21:48:22,2019-02-14 22:01:14,1,144,33,12.5
2,2019-02-23 10:54:04,2019-02-23 11:05:01,2,162,142,9.0
2,2019-02-11 11:21:16,2019-02-11 11:31:21,2,79,170,8.5
1,2019-02-16 10:19:58,2019-02-16 10:22:38,2,137,107,4.0
2,2019-02-06 09:10:47,2019-02-06 09:20:20,1,246,107,8.0
2,2019-02-27 15:55:12,2019-02-27 16:23:04,1,138,164,28.5
1,2019-02-15 21:38:19,2019-02-15 21:54:32,0,249,148,11.5
2,2019-02-26 21:15:32,2019-02-26 21:20:39,1,170,164,5.5
2,2019-02-08 11:46:43,2019-02-08 11:55:49,1,43,142,8.5
2,2019-02-15 17:46:17,2019-02-15 17:50:56,1,236,43,5.0
1,2019-02-24 14:48:29,2019-02-24 15:07:13,1,186,224,13.0
2,2019-02-26 18:14:39,2019-02-26 18:20:39,1,236,141,6.0
2,2019-02-13 20:50:33,2019-02-13 21:06:55,2,231,234,12.5
2,2019-02-15 08:12:02,2019-02-15 08:32:30,6,100,107,14.0
1,2019-02-15 22:44:25,2019-02-15 22:49:51,0,162,263,7.0
2,2019-02-17 02:02:49,2019-02-17 02:09:37,1,148,211,6.0
2,2019-02-19 13:57:07,2019-02-19 14:28:42,1,68,140,20.5
2,2019-02-05 23:57:32,2019-02-06 00:01:46,3,141,263,6.0
2,2019-02-14 18:21:16,2019-02-14 18:46:10,1,163,166,17.0
2,2019-02-08 07:11:02,2019-02-08 07:33:31,2,262,107,17.0
2,2019-02-25 09:44:09,2019-02-25 10:03:29,1,236,162,12.5
2,2019-02-26 22:59:49,2019-02-26 23:29:28,2,132,164,52.0
2,2019-02-04 19:23:20,2019-02-04 19:38:48,5,162,68,11.0
2,2019-02-15 08:40:25,2019-02-15 08:45:14,1,140,263,5.0
1,2019-02-19 13:34:19,2019-02-19 13:49:47,1,249,48,12.0
2,2019-02-21 12:32:09,2019-02-21 12:46:02,1,161,107,10.5
2,2019-02-04 08:12:42,2019-02-04 08:14:04,1,48,48,3.5
2,2019-02-12 10:08:31,2019-02-12 10:21:25,2,249,186,9.0
1,2019-02-15 13:26:58,2019-02-15 13:37:09,1,263,141,8.0
1,2019-02-15 17:34:23,2019-02-15 17:41:34,1,238,142,7.0
2,2019-02-06 05:50:14,2019-02-06 05:55:55,1,163,50,6.0
2,2019-02-27 14:32:08,2019-02-27 14:39:14,3,236,236,6.5
2,2019-02-09 17:01:29,2019-02-09 17:09:33,1,68,48,7.0
2,2019-02-16 00:45:19,2019-02-16 00:51:47,2,114,79,6.0
2,2019-02-11 08:55:02,2019-02-11 08:59:28,3,142,239,4.5
1,2019-02-01 14:19:02,2019-02-01 14:21:30,1,249,68,4.0
2,2019-02-04 10:27:02,2019-02-04 10:47:04,2,224,237,15.5
1,2019-02-01 18:45:20,2019-02-01 18:55:45,1,141,162,8.5
2,2019-02-26 08:35:44,2019-02-26 08:38:22,3,237,141,4.0
2,2019-02-24 14:30:06,2019-02-24 14:42:22,2,231,249,11.5
2,2019-02-28 13:36:21,2019-02-28 14:03:52,1,114,161,17.5
2,2019-02-02 18:47:08,2019-02-02 19:05:45,1,164,230,12.0
2,2019-02-27 13:34:14,2019-02-27 14:04:16,1,231,236,30.5
2,2019-02-27 00:52:32,2019-02-27 00:58:32,1,231,113,7.5
1,2019-02-20 09:16:36,2019-02-20 09:19:26,4,239,239,4.0
2,2019-02-15 11:07:24,2019-02-15 11:17:37,1,144,45,8.0
2,2019-02-22 19:42:10,2019-02-22 20:18:14,4,45,42,37.0
1,2019-02-15 16:41:42,2019-02-15 17:25:45,1,162,129,28.5
1,2019-02-20 03:54:23,2019-02-20 04:15:47,0,249,244,28.5
2,2019-02-25 18:09:29,2019-02-25 18:20:22,1,236,239,9.0
1,2019-02-18 22:27:45,2019-02-18 22:39:55,1,142,244,19.5
2,2019-02-28 23:45:13,2019-02-28 23:47:39,4,114,113,4.0
2,2019-02-22 15:41:29,2019-02-22 15:46:40,5,236,43,5.5
2,2019-02-07 11:44:15,2019-02-07 12:02:23,1,162,100,11.5
2,2019-02-01 07:50:39,2019-02-01 07:56:34,4,170,161,6.0
2,2019-02-27 18:46:07,2019-02-27 19:10:45,1,237,148,16.5
2,2019-02-12 01:52:26,2019-02-12 01:54:25,1,74,75,3.5
1,2019-02-22 07:23:35,2019-02-22 07:40:31,1,48,231,13.5
2,2019-02-21 07:59:52,2019-02-21 08:31:26,1,239,137,23.0
2,2019-02-22 08:31:13,2019-02-22 08:36:31,1,79,144,6.0
2,2019-02-17 02:41:54,2019-02-17 02:47:41,1,166,151,7.0
2,2019-02-10 23:02:24,2019-02-10 23:09:32,2,142,162,7.0
1,2019-02-05 08:00:10,2019-02-05 08:01:58,1,237,162,4.0
2,2019-02-16 00:21:01,2019-02-16 00:30:31,1,234,230,8.0
2,2019-02-11 17:13:56,2019-02-11 17:32:33,1,246,151,17.5
2,2019-02-17 06:15:58,2019-02-17 06:42:40,2,230,132,52.0
2,2019-02-20 14:55:25,2019-02-20 15:09:27,6,48,161,9.5
2,2019-02-24 11:03:57,2019-02-24 11:27:05,2,48,208,38.0
2,2019-02-23 07:50:21,2019-02-23 08:05:34,1,244,233,23.0
2,2019-02-13 14:09:14,2019-02-13 14:14:44,1,237,237,5.5
2,2019-02-18 20:41:49,2019-02-18 20:50:15,5,107,162,8.5
2,2019-02-20 22:26:38,2019-02-20 22:59:33,2,132,164,52.0
2,2019-02-09 00:46:24,2019-02-09 00:55:52,5,114,234,8.0
1,2019-02-11 09:03:09,2019-02-11 09:20:59,1,162,161,11.5
1,2019-02-26 20:53:19,2019-02-26 21:00:56,3,237,233,7.0
1,2019-02-08 21:32:00,2019-02-08 21:37:15,1,142,239,6.0
1,2019-02-11 16:26:07,2019-02-11 16:44:12,1,164,43,12.0
1,2019-02-27 15:52:20,2019-02-27 16:01:53,1,236,75,8.0
2,2019-02-25 17:36:39,2019-02-25 18:10:13,1,138,4,33.5
2,2019-02-04 18:51:36,2019-02-04 18:58:20,1,107,113,6.0
2,2019-02-21 07:14:16,2019-02-21 07:19:14,1,236,43,5.5
2,2019-02-24 08:27:48,2019-02-24 08:29:00,1,107,107,3.0
2,2019-02-07 16:35:58,2019-02-07 17:18:34,1,170,138,33.0
1,2019-02-12 17:06:48,2019-02-12 17:11:20,1,236,141,5.5
2,2019-02-18 11:01:16,2019-02-18 11:11:06,2,249,170,10.0
1,2019-02-09 15:14:10,2019-02-09 15:30:15,3,186,163,11.5
2,2019-02-05 12:12:25,2019-02-05 12:33:35,1,141,107,15.0
2,2019-02-16 02:05:19,2019-02-16 02:17:25,1,50,249,11.0
1,2019-02-14 06:54:18,2019-02-14 06:58:35,1,231,249,6.0
2,2019-02-23 06:46:42,2019-02-23 06:50:28,2,141,233,6.0
2,2019-02-25 14:28:52,2019-02-25 15:04:20,1,236,226,16.88
2,2019-02-23 11:37:48,2019-02-23 11:57:32,1,68,148,13.5
2,2019-02-04 12:41:21,2019-02-04 12:45:45,1,230,48,5.0
2,2019-02-02 23:08:55,2019-02-02 23:18:35,1,158,234,7.5
1,2019-02-24 14:12:18,2019-02-24 14:16:49,1,246,48,5.5
1,2019-02-02 15:47:53,2019-02-02 15:56:18,1,142,236,7.5
1,2019-02-02 10:27:45,2019-02-02 10:37:10,1,107,161,8.5
2,2019-02-12 20:15:32,2019-02-12 20:21:15,1,43,75,6.5
1,2019-02-28 21:45:52,2019-02-28 22:14:15,1,48,168,32.0
2,2019-02-20 11:55:36,2019-02-20 12:17:53,1,114,162,15.0
1,2019-02-13 17:05:08,2019-02-13 17:19:17,1,237,229,10.0
2,2019-02-02 09:31:27,2019-02-02 09:35:22,1,263,236,4.5
2,2019-02-28 10:25:12,2019-02-28 10:46:17,6,13,170,21.0
2,2019-02-12 13:59:28,2019-02-12 14:26:12,1,161,87,22.0
2,2019-02-28 23:42:49,2019-02-28 23:47:02,1,164,100,5.0
1,2019-02-01 13:50:38,2019-02-01 14:47:01,1,230,132,52.0
1,2019-02-21 18:07:51,2019-02-21 18:10:51,2,144,211,4.0
2,2019-02-06 08:19:16,2019-02-06 08:28:11,1,143,239,8.0
1,2019-02-04 14:32:04,2019-02-04 14:46:06,1,143,140,11.0
2,2019-02-16 16:52:46,2019-02-16 17:20:59,1,144,163,21.0
2,2019-02-26 13:24:38,2019-02-26 13:47:07,2,143,141,15.5
1,2019-02-28 19:11:46,2019-02-28 19:21:49,1,161,142,8.0
2,2019-02-07 22:53:40,2019-02-07 23:01:17,2,230,163,6.5
1,2019-02-06 10:07:02,2019-02-06 10:14:16,2,236,140,7.0
2,2019-02-28 15:19:32,2019-02-28 15:21:09,1,141,263,3.5
2,2019-02-12 15:49:08,2019-02-12 15:56:49,1,211,79,7.0
2,2019-02-09 18:46:17,2019-02-09 19:01:50,1,161,100,10.5
